TITLE = "viz/sunshade_position_ends"
VARIABLES = "X", "Y", "Z"
ZONE I=1, J=2, K=1, DATAPACKING=POINT
2890.824233952179 5694.924462044454 -2553.3315928242573
4160.596843448534 7107.811462900709 -1600.7466691644777
